t,x,y,z,yaw
1788515970.761793,0.254169,0.115237,0.000000,-0.065485
1788515970.829005,0.252363,0.115295,0.000000,-0.068740
1788515970.896711,0.252620,0.113421,0.000000,-0.068740
1788515970.959825,0.252785,0.113622,0.000000,-0.072904
1788515971.028023,0.254197,0.112017,0.000000,-0.073013
1788515971.096030,0.255714,0.109659,0.000000,-0.073013
1788515971.162770,0.258620,0.105754,0.000000,-0.070485
1788515971.226316,0.259777,0.100608,0.000000,-0.070727
1788515971.294000,0.262930,0.096596,0.000000,-0.072237
1788515971.361826,0.264266,0.092176,0.000000,-0.072237
1788515971.430666,0.265919,0.089563,0.000000,-0.070914
1788515971.493691,0.269375,0.086467,0.000000,-0.070914
1788515971.560571,0.274071,0.083410,0.000000,-0.067748
1788515971.627771,0.282678,0.083966,0.000000,-0.071161
1788515971.696110,0.287133,0.081967,0.000000,-0.071161
1788515971.759512,0.293658,0.078722,0.000000,-0.066196
1788515971.827145,0.302194,0.076181,0.000000,-0.064817
1788515971.894914,0.307816,0.075989,0.000000,-0.064817
1788515971.961952,0.315187,0.076382,0.000000,-0.066757
1788515972.026257,0.322189,0.075610,0.000000,-0.066757
1788515972.093029,0.328664,0.074976,0.000000,-0.066757
1788515972.161131,0.336052,0.073267,0.000000,-0.066757
1788515972.228584,0.342739,0.071272,0.000000,-0.066757
1788515972.296067,0.349573,0.071181,0.000000,-0.066757
1788515972.360126,0.355182,0.068258,0.000000,-0.066757
1788515972.427143,0.360605,0.067811,0.000000,-0.066757
1788515972.494712,0.366432,0.065760,0.000000,-0.066757
1788515972.562363,0.381582,0.059057,0.000000,-0.056650
1788515972.630443,0.388737,0.060310,0.000000,-0.060327
1788515972.693408,0.393829,0.058461,0.000000,-0.060327
1788515972.763422,0.401240,0.060008,0.000000,-0.062035
1788515972.828926,0.406064,0.058631,0.000000,-0.058478
1788515972.896530,0.410682,0.058161,0.000000,-0.058478
1788515972.960645,0.412864,0.058247,0.000000,-0.058478
1788515973.028546,0.414936,0.058579,0.000000,-0.058478
1788515973.095344,0.415783,0.057479,0.000000,-0.058478
1788515973.162832,0.416429,0.057119,0.000000,-0.058478
1788515973.226316,0.418473,0.055748,0.000000,-0.053497
1788515973.294103,0.417336,0.054500,0.000000,-0.053497
1788515973.361647,0.415396,0.053576,0.000000,-0.053497
1788515973.429384,0.412781,0.051217,0.000000,-0.053497
1788515973.497780,0.409697,0.050148,0.000000,-0.053497
1788515973.561797,0.404562,0.051539,0.000000,-0.036258
1788515973.629618,0.398297,0.039194,0.000000,-0.006406
1788515973.695784,0.394886,0.035457,0.000000,-0.006406
1788515973.759231,0.393437,0.025181,0.000000,0.002418
1788515973.827428,0.386775,0.015103,0.000000,0.002876
1788515973.894545,0.377033,0.005168,0.000000,-0.001795
1788515973.962382,0.372917,0.000810,0.000000,-0.014186
1788515974.025936,0.372452,0.002139,0.000000,-0.036151
1788515974.093505,0.363227,0.007715,0.000000,-0.052210
1788515974.161218,0.355564,0.012872,0.000000,-0.063618
1788515974.224519,0.348255,0.020911,0.000000,-0.067873
1788515974.292167,0.343999,0.030516,0.000000,-0.067904
1788515974.359604,0.341111,0.037717,0.000000,-0.067904
1788515974.423750,0.338908,0.045562,0.000000,-0.067904
1788515974.492136,0.336655,0.052642,0.000000,-0.067904
1788515974.560608,0.334570,0.058427,0.000000,-0.067904
1788515974.626410,0.333785,0.061906,0.000000,-0.067904
1788515974.689376,0.334317,0.064943,0.000000,-0.067904
1788515974.757049,0.334761,0.066087,0.000000,-0.067904
1788515974.824886,0.335674,0.065732,0.000000,-0.067904
1788515974.892566,0.340661,0.065350,0.000000,-0.011238
1788515974.955800,0.341952,0.059291,0.000000,-0.013367
1788515975.023533,0.342117,0.054549,0.000000,-0.019939
1788515975.091312,0.339961,0.046023,0.000000,-0.021109
1788515975.158852,0.339274,0.036087,0.000000,-0.022369
1788515975.222276,0.337993,0.024738,0.000000,-0.024530
1788515975.289922,0.335740,0.014314,0.000000,-0.028661
1788515975.359155,0.333683,0.006093,0.000000,-0.033020
